Частота	A * B
(kГц)	(?)

8.94069672	0.37824990
8.96453857	0.47549570
8.98838043	0.27007910
9.01222229	0.18288980
9.03606415	0.06847337
9.05990601	0.00717314
9.08374786	0.03259726
9.10758972	0.02107089
9.13143158	0.09132636
9.15527344	0.12081460
9.17911530	0.08248810
9.20295715	0.10505890
9.22679901	0.04887395
9.25064087	0.15602430
9.27448273	0.28162110
9.29832458	0.23564690
9.32216644	0.23691000
9.34600830	0.33530580
9.36985016	0.36407280
9.39369202	0.24173820
9.41753387	0.02645724
9.44137573	0.09545807
9.46521759	0.07719938
9.48905945	0.11037990
9.51290131	0.12807480
9.53674316	0.08029685
9.56058502	0.04195771
9.58442688	0.02045252
9.60826874	0.02898195
9.63211060	0.06610072
9.65595245	0.21098370
9.67979431	0.52106880
9.70363617	0.55125300
9.72747803	0.26890080
9.75131989	0.11537670
9.77516174	0.06051884
9.79900360	0.06462284
9.82284546	0.06515080
9.84668732	0.04673564
9.87052917	0.02891605
9.89437103	0.02870614
9.91821289	0.16835740
9.94205475	0.44550390
9.96589661	0.55281370
9.98973846	0.28086500
10.01358032	0.09000005
10.03742218	0.07598083
10.06126404	0.01804819
10.08510590	0.06026386
10.10894775	0.01673327
10.13278961	0.08792936
10.15663147	0.12374260
10.18047333	0.09901247
10.20431519	0.10536860
10.22815704	0.04298098
10.25199890	0.16782140
10.27584076	0.27040150
10.29968262	0.20814840
10.32352448	0.19127970
10.34736633	0.27392870
10.37120819	0.32244320
10.39505005	0.21712600
10.41889191	0.02236657
10.44273376	0.08141761
10.46657562	0.04193135
10.49041748	0.11110370
10.51425934	0.12517050
10.53810120	0.10220830
10.56194305	0.06963535
10.58578491	0.03458244
10.60962677	0.02286038
10.63346863	0.07735032
10.65731049	0.22529450
10.68115234	0.44670150
10.70499420	0.43024300
10.72883606	0.21410040
10.75267792	0.10668950
10.77651978	0.08085919
10.80036163	0.07125428
10.82420349	0.04973238
10.84804535	0.03968668
10.87188721	0.04491526
10.89572906	0.01396694
10.91957092	0.16127380
10.94341278	0.47324000
10.96725464	0.60856570
10.99109650	0.40234550
11.01493835	0.22432440
11.03878021	0.09548555
11.06262207	0.04668747
11.08646393	0.10233210
11.11030579	0.03986361
11.13414764	0.07932493
11.15798950	0.12353390
11.18183136	0.12386980
11.20567322	0.10144450
11.22951508	0.04238570
11.25335693	0.17332810
11.27719879	0.23410210
11.30104065	0.15618840
11.32488251	0.12290160
11.34872437	0.18781810
11.37256622	0.25883770
11.39640808	0.17169680
11.42024994	0.02059655
11.44409180	0.06996126
11.46793365	0.03167241
11.49177551	0.12981570
11.51561737	0.13220950
11.53945923	0.12611880
11.56330109	0.07503700
11.58714294	0.03213143
11.61098480	0.02225693
11.63482666	0.08562165
11.65866852	0.23231250
11.68251038	0.36170720
11.70635223	0.32060570
11.73019409	0.18136930
11.75403595	0.12263030
11.77787781	0.10868580
11.80171967	0.07202745
11.82556152	0.02949385
11.84940338	0.03435573
11.87324524	0.05752207
11.89708710	0.01656911
11.92092896	0.16672760
11.94477081	0.50765500
11.96861267	0.66439270
11.99245453	0.56313130
12.01629639	0.40036520
12.04013824	0.17107650
12.06398010	0.03271224
12.08782196	0.12514960
12.11166382	0.06738106
